website,country,email,description,name
www.procoproducts.com,United States,None,"
			The expansion joint and check valve people: Proco Products, Inc. is a global leader in the design and supply of piping/ducting system joints and rubber check valves. We offer the most complete line of expansion joints and check valves		","Proco Products, Inc."
www.prochile.gob.cl,United States,rmladinic@direcon.gob.cl,None,PROCHILE L.A.
www.processmanufacturing.ca,Canada,None,None,Process Manufacturing
www.prinoth.com,Canada,sales.na@prinoth.com,"
			PRINOTH is a leading manufacturer of low ground pressure track carriers. The PANTHER carriers, with a payload of up to 46,000 lbs., allow for easy mining implement installation. Customizable undercarriages for remote drilling are also offered.		",Prinoth
www.primemachine.com,United States,None,None,"Prime Machine, Inc."
www.prestogeo.com,United States,info@prestogeo.com,"
			Presto Geosystems partners with engineers/ owners to solve soil stabilization problems in mines. Our Geoweb® system delivers economic, long-term and low-environmental impact solutions for haul roads, slope reclamation and stormwater control.		",Presto Geosystems
www.preiser.com,United States,preiser@preiser.com,"
			Manufacturer and distributor of specialty coal and coke testing equipment featuring the Preiser, Holmes and Parr products. General laboratory equipment and supplies. Environmental and water-testing equipment featuring Aridea Solutions.		",Preiser Scientific Inc.
www.predictivesafety.com,United States,sales@predictivesafety.com,"
			Risk can be measured, safety can be quantified, hazards can be managed. These tenets are the basis for Predictive Safety and its mission to set the new standard for individuals, organizations and industries using predictive analytics.		","Predictive Safety, LLC"
www.preco.com,United States,info@preco.com,"
			Preco Electronics designs, engineers and manufactures collision mitigation technology optimized for heavy equipment. Our safety products have survived the industry’s most rigorous testing for unstoppable performance.		",Preco Electronics
www.gopnh.com,United States,None,"
			Torque converter remanufacturer specializing in industrial off-highway torque converters for heavy equipment.		",Precision of New Hampton
www.idc-pbs.com,United States,None,"
			We provide advanced emulsion manufacturing equipment and formulations, research, explosives and blasting training at the Academy for Blasting and Explosives Technology, and online blasting training in English and Spanish.		",Precision Blasting Services
www.prengineering.com,Canada,linda@prengineering.com,"
			Our 45,000-square-foot manufacturing facility is equipped with the latest CNC machine tools, welding and CAD/CAM technology capable of carrying out large custom fabricating and machining.		",PR Engineering Ltd.
www.powerstepinc.com,United States,sales@powerstepinc.com,"
			Power Step, Inc., is the original manufacturer of Power Step safety access systems for operators and maintenance personnel, with applications on mining and construction equipment worldwide. On display will be all of the new Power Step models.		",Power Step Inc.
www.powerlubeind.com,United States,None,None,Power Lube Industrial
www.posilock.com,United States,info@posilock.com,"
			Patented ""Safety Cage"" design guides and holds the pulling jaws for a fast set-up, solid contact and superior safety. Manual pullers 1 to 40 ton capacity and hydraulic pullers 5 to 200 ton capacity. Specialty tools and accessories also available.		",Posi Lock Puller Inc.
www.polyweldusa.com,United States,info@polyweldusa.com,"
			Since Polyweld USA began in 1984, we have grown to become a very competitive leader in welding equipment for geomembrane and geosynthetics. We offer a line of equipment and accessories, in addition to the best pricing in the field.		",PolyWeld USA Inc.
www.polydeckscreen.com,United States,info@polydeckscreen.com,"
			Since 1978 Polydeck has been a leading provider of modular screening solutions to mining with Polydex® and Rubberdex® modular polyurethane & rubber screen media, Armadex™ - Custom bolt-down rubber, & Metaldex™ - modular steel screen panels.		",Polydeck Screen Corp.
www.poly-corp.com,Canada,mining@poly-corp.com,"
			Polycorp is a privately owned Canadian company that specializes in the design and manufacture of engineered elastomeric parts that provide our customers with cost-effective solutions to their corrosion, abrasion, impact, noise and vibration problems		",Polycorp Ltd.
www.polarmobility.com,Canada,None,None,Polar Mobility Research Ltd.
www.plslogistics.com,United States,None,"
			PLS Logistics Services is a leading provider of logistics management, brokerage and technology services for shippers across all industries. PLS handles millions of loads annually across all major freight modes: flatbed, van, LTL, rail and barge, air.		",PLS Logistics Services
www.plasticoncomposites.com,United States,r.koenis@plasticoncomposites.com,"
			We offer corrosion, abrasion and chemical-resistant equipment for mining plants: FRP or dual laminate storage tanks, mixing tanks, settlers, piping systems, roofings and liners. Plasticon North America Inc. is part of the Plasticon Composites Group.		","Plasticon North America, Inc."
www.plasticcomponetsinc.com,United States,None,None,"Plastic Components, Inc."
www.plastatech.com,United States,None,"
			Plastatech produces calendered and extruded PVC films, weft-inserted textiles, single-ply PVC roofing membrane reinforced and nonreinforced geomembranes, and laminated vinyl fabrics that are used for structures, shelters, etc.		",Plastatech Engineering Ltd.
None,Australia,jeff@plascorp.com.au,None,Plascorp
www.placergolddesign.com,Canada,None,None,Placer Gold Design
www.pixnorthamerica.com,United States,info@pixnorthamerica.com,None,PIX North America
www.pittauto.com,United States,None,None,Pitt Auto Electric Company
www.pioneerpump.com,United States,None,None,Pioneer Pump Inc.
www.gmsminerepair.com,United States,None,None,Pioneer Conveyor
www.pintschbubenzerusa.com,United States,None,None,Pintsch Bubenzer
www.schaeferventilation.com,United States,None,"
			Pinnacle Climate Technologies develops, manufactures and distributes heating and ventilation solutions through commercial, industrial, agricultural, DIY and other retail channels throughout the world		",Pinnacle Climate Technologies
www.chemshun.com,Peoples Republic of China,office@chemshun.com,"
			Pingxiang Chemshun Ceramics Co., Ltd., founded in 2002, is a professional manufacturer of wear-resistant ceramic lining, alumina ceramic liners, engineered ceramic, ceramic tubes for industries of mining process, power, chemical, cement, port.		","Pingxiang Chemshun Ceramics Co., Ltd."
www.pzhm.com,Peoples Republic of China,tang@pzhm.com,"
			A private company close to Shanghai, established in 1984. We produce medium- to extra-large forgings/ castings in mining and power generations (max160T). Our products are exported to Canada, Spain and Brazil.		","Pinghu Zhongzhou Heavy Machinery Co., Ltd."
www.pinardokum.com.tr,Turkey,info@pinardokum.com.tr,"
			PINAR DOKUM is a modern steel foundry that has all the certificates necessary for the industry. We are producing wear- and impact-resistant, hightemperature and corrosion-resistant alloyed steel castings from 15 kg up to 5,000 kg.		",Pinar Dokum San.Tic.a.s.
www.pilot.com.tr,Turkey,None,"
			PILOT designs and manufactures seats for various applications including mining, construction, material handling, agricultural vehicles and marine vessels.		",PILOT Seating
www.pillarmfg.com,United States,pillar@pillarmfg.com,None,Pillar Mfg.
www.dewater.com,United States,None,None,PHOENIX Process Equipment Co.
www.phxind.com,United States,None,None,"Phoenix Industrial, Inc."
www.phoenix1response.com,United States,None,None,Phoenix First Response
www.extremebelts.com,United States,anthony.digiacobbe@contitech.us,"
			Phoenix Conveyor Belts is an international company with more than 150 years of innovation and success. We’ve enhanced our capabilities, offering a greater breadth of products, a larger global footprint and the latest in extreme conveyor belt solutions.		",PHOENIX Conveyor Belt Solutions
www.phillips66lubricants.com,United States,None,None,Phillips 66
